Player Sum,2,3,4,5,6,7,8,9,10,A
20,S,S,S,S,S,S,S,S,S,S
19,S,S,S,S,S,S,S,S,S,S
18,H,S,S,S,S,S,S,S,S,S
17,S,S,S,S,S,S,S,H,S,S
16,S,H,S,H,S,H,H,H,H,H
15,S,H,S,S,S,H,H,H,H,H
14,S,S,S,H,S,H,S,S,S,H
13,S,H,H,S,S,S,H,H,H,H
12,H,S,S,S,S,H,H,S,H,H
