Player Sum,2,3,4,5,6,7,8,9,10,A
20,S,S,S,S,S,S,S,S,S,S
19,S,S,S,S,S,S,S,S,S,S
18,S,S,S,S,S,S,S,S,S,S
17,S,S,S,S,S,S,S,H,S,H
16,S,S,S,S,S,H,H,S,S,H
15,S,S,S,S,S,S,H,S,S,H
14,H,S,S,S,S,H,H,H,H,H
13,S,S,S,S,S,S,H,H,H,H
12,S,S,H,S,S,H,H,H,H,H
