Player Sum,2,3,4,5,6,7,8,9,10,A
20,S,S,S,S,H,S,S,S,H,H
19,S,S,S,S,H,S,S,H,H,H
18,S,S,H,H,H,S,H,S,S,H
17,H,H,S,H,H,S,H,H,H,S
16,S,H,S,H,H,H,S,S,S,S
15,H,S,H,H,H,S,H,H,S,S
14,H,S,S,H,S,H,S,H,H,S
13,H,H,H,H,S,H,S,S,H,S
12,H,H,H,H,H,H,S,H,S,H
