Player Sum,2,3,4,5,6,7,8,9,10,A
20,H,S,H,H,H,S,S,S,S,S
19,S,S,S,S,S,S,S,H,H,H
18,S,S,H,S,S,S,S,S,S,H
17,H,H,S,H,H,H,H,H,S,S
16,H,S,H,S,S,H,S,S,S,H
15,H,H,H,S,S,H,H,H,H,S
14,S,H,H,H,S,H,S,S,H,H
13,S,H,S,H,H,H,H,H,S,H
12,H,H,H,S,H,S,H,S,H,H
